"AGENCIAS","Mora.Media","CAR.Media","Mora.8.30.Media","Judicial.Media","Cartera.Pesada.Promedio","Tasa.de.rentabilidad.Bruta","Ingreso.Promedio","Margen.Financiero.Mes.M","Intereses.de.Credito.Jun.17","Utilidad.Mes.M","Clientes","Cuentas","Desembolsos","Saldo","Meses.en.Funcion"
"Agencia_101",0.000865046513046948,0.0036237161947618,0.00247693606079914,0.000959147697778533,0.00441966480694657,1.88753175667105,105877.708823529,675352.1323,1121330.53,-42230.9848,1370,1506,1774690,11309875.79,13.3388090349076
"Agencia_102",0.00304266904828261,0.00608533809656522,0.006969111994033,0.000124834362971657,0.0214753916707911,1.131045141704,136447.577058824,821334.3692,1554837.11,-37419.6244,2104,2384,2103700,14778783.31,173.7659137577
"Agencia_103",0.0194580228992389,0.0229688173271705,0.0149791811276174,0.0167278650509002,0.0264412604902632,1.77987856064144,126870.576288235,653320.2129,1005581,74088.6213,943,1032,828890,10227436.4,17.9712525667351
"Agencia_104",0.00480227790321182,0.00785827293252844,0.00823910956613996,0.00139763979548585,0.0190949503090854,0.762420132159558,97571.7894117647,452806.8859,931702.2,-160156.7073,1274,1422,1356600,10007313.29,18.0041067761807
"Agencia_105",4.64714835156662e-06,4.18243351640996e-05,0.00313634443444513,0,0.0057071334435816,1.49752482510314,25880.32,253511.3571,472350.94,-494452.1941,1174,1212,901043,4882477.39,32.4599589322382
"Agencia_106",0.0188134951118136,0.0209685239336834,0.0158653876871208,0.00522675085047564,0.0449965177032342,1.91744287716096,185888.146,1305570.3322,1426318.39,60204.9285,1488,1605,1548907.1,14241663.86,12.0574948665298
"Agencia_107",0.0108833890977694,0.0126576591184901,0.0139236396346402,0.00783483854841371,0.0196148160199985,2.11240356453444,345990.4693,1554004.4612,2287029.34,328803.0497,1858,2111,2328420,19166096.16,4.13963039014374
"Agencia_108",0,0.00404011940212234,0.000132303500896949,0,0.000886725994209673,1.82438049426234,3111.591875,31571.438,86382.6,-334569.9504,359,367,517030,1633120.05,6.80082135523614
"Agencia_109",0.00649578628251958,0.0102488600415203,0.0172492266698214,0.00275967366686255,0.0221625700273209,1.6714014534872,64866.165,442423.0801,717868.81,-93276.0694,830,905,822000,7120490.53,20.0082135523614
"Agencia_110",0.00649021351370015,0.00977265457646879,0.0134829297738992,0.00171732811919977,0.0262131958093101,1.95490682497493,141618.829411765,801344.82,1507001.89,-103792.8045,1964,2260,2057500,14475783.6,110.915811088296
"Agencia_111",0,0,0,0,0,1.131045141704,1840.925625,880.284,64285.93,-332357.2134,315,321,594290,1748546.83,1.64271047227926
"Agencia_112",0,0,0,0,0,0.786496222444629,356.6625,-9160.5557,17250.81,-216877.8563,93,93,309200,726000.45,18.0041067761807
"Agencia_113",0,0,0,0,0,0.762420132159558,322.361875,-11241.1261,18567.27,-310257.4241,182,186,337500.01,769781.99,19.5482546201232
"Agencia_114",0,0,0,0,0.000320677544368356,1.26978855952825,6871.995,17836.9855,175019.16,-522663.1997,616,659,915450,3649522.77,150.47227926078
"Agencia_115",0,0,0,0,0.00271754964551744,1.49752482510314,8407.5625,122313.6907,218921.86,-558920.7831,549,562,1009720,4121363.53,50.3655030800821
"Agencia_116",0,0,0,0,0,0.770633663366337,24.323125,-5534.0556,5552.86,-134973.8091,65,65,284500,330847.65,191.638603696099
"Agencia_117",9.62541805242278e-05,0.000247510749919443,0.00179095677153696,0,0.0053549911482452,1.62632284853392,43825.449375,422687.9216,629766.77,-286048.8014,1095,1168,1156700,6627024.96,3.28542094455852
"Agencia_118",0,0,0,0,0,0.770633663366337,1883.813125,-18352.1626,71496.06,-312207.5287,398,402,828800,2149935.06,44.6160164271047
"Agencia_119",0,0,0,0,0.000922172364242907,1.65248287216611,10903.371875,114396.1996,241553.49,-393538.5095,508,519,578630,3152122.22,13.2073921971253
"Agencia_120",0.0188991857140693,0.0321744730975986,0.0191463173682962,0.0121315816200004,0.0301070561628311,1.23837135198797,3186861.53135882,13176511.7477,19329887.96,4119756.5517,9411,10765,15849578.15,286450305.98,165.388090349076
